1047,AOAMBG,Cuete de res,45,gr,45,43,41,7.3,1.3,1.3,ND,55.6,ND,ND,ND,ND,ND,ND,ND,20.1,ND,ND,ND,3.8,12.2,ND,ND,0.8,25.7
1048,AOAMBG,Empuje,33,gr,33,33,37,7.4,0.6,0.0,ND,45.9,ND,ND,ND,ND,ND,ND,ND,15.5,ND,ND,ND,3.0,6.2,ND,ND,0.6,19.8
1049,AOAMBG,Empuje de res,33,gr,33,33,37,7.4,0.6,0.0,ND,45.9,ND,ND,ND,ND,ND,ND,ND,15.5,ND,ND,ND,3.0,6.2,ND,ND,0.6,19.8
1050,AOAMBG,Escalopa de res,30,gr,30,30,34,7.2,0.3,0.0,ND,83.4,ND,ND,ND,ND,ND,ND,ND,14.1,ND,ND,ND,2.7,5.7,ND,ND,0.5,18.0
1051,AOAMBG,Escamoles,18,gr,18,18,32,8.1,0.0,0.0,ND,0.0,ND,ND,ND,ND,ND,ND,ND,0.0,ND,ND,ND,ND,0.0,ND,ND,0.0,0.0
1052,AOAMBG,Extraviado,80,gr,80,41,34,7.9,0.3,0.0,ND,20.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2.9,5.7,ND,ND,ND,ND
1053,AOAMBG,Extraviado fileteado,41,gr,41,41,34,7.9,0.3,0.0,ND,20.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2.9,5.7,ND,ND,ND,ND
1054,AOAMBG,Fajitas de pollo sin piel cruda,30,gr,30,30,36,6.2,1.0,0.0,ND,5.1,ND,ND,ND,ND,ND,ND,ND,23.1,ND,ND,ND,3.3,4.1,ND,ND,0.3,26.4
1055,AOAMBG,Falda,35,gr,35,33,35,7.4,0.6,0.0,ND,46.2,ND,ND,ND,ND,ND,ND,ND,15.6,ND,ND,ND,3.0,6.0,ND,ND,0.6,20.0
1056,AOAMBG,Falda abierta,35,gr,35,33,35,7.4,0.6,0.0,ND,46.2,ND,ND,ND,ND,ND,ND,ND,15.6,ND,ND,ND,3.0,6.0,ND,ND,0.6,20.0
